,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15
0,6.7538903264383885,-35.359483069511775,-42.29968159163482,-51.540666033101736,-70.42106466335157,-137.9590281840943,-199.0305397242383,-125.4778665616403,-58.72943526520073,-4.889857119275538,-154.13810307324448,-87.39665582152837,27.86694232998865,12.0912607380678,-77.83137665714688
1,6.746070123074912,-36.62886327830516,-44.873437329524286,-54.561329388877574,-71.78958047381235,-132.9830649294968,-198.18998903275778,-125.1719984561358,-61.33495190127993,-5.886421791281217,-152.3507185176611,-83.56891133779946,26.21761900054108,12.567431639152387,-78.21497981618019
2,5.969466869984397,-38.51614809997596,-44.98473163539825,-54.0200639123355,-70.54839237269444,-135.13779029531355,-201.1408411398033,-127.92859409716502,-59.97193462173629,-4.462269108324064,-153.8233199288041,-87.88088185774076,26.024648782455056,13.794015124428237,-79.08325362002016
3,6.4689026562639285,-38.33620474628053,-42.96170113148167,-51.62873915360768,-65.50997948913702,-136.36571388107185,-200.24720673633675,-127.39470161316183,-59.83733330170074,-4.726382018634816,-152.98840224673538,-87.5038317505463,25.649136539517038,13.439669965120606,-78.54761699381251
4,6.170707871448538,-36.01508975271425,-39.63756110406108,-48.232777871577326,-69.3315375693325,-133.64885224609046,-195.3536077892856,-124.20431160442489,-59.044032149371084,-5.840084099901228,-148.5456196955328,-83.85950420842819,25.836418873332285,11.97123360429325,-75.73062198853225
5,6.498435456707938,-37.192283376011325,-42.84692871512918,-52.344265688593985,-72.48422956390658,-135.37513292378392,-199.36684332177924,-128.00795170307515,-59.002304437631196,-6.446820968173578,-150.75794691551195,-84.77437264562968,25.31919677462669,12.63896211479744,-77.34576849975633
6,6.383852821140023,-34.88815226862846,-39.40180669131789,-49.52831869808796,-69.63939818708225,-137.98298999228857,-198.59032096049236,-127.22830886533609,-58.15366119254654,-5.397357408825607,-151.95561721703402,-85.36040582075385,25.547860078403932,12.19638587372358,-79.16852821470134
7,6.173145990454952,-35.380999938171136,-40.92420048048589,-50.27311782867108,-70.71484033514241,-137.28957308955154,-198.36815011336978,-127.31551945032545,-59.686689014844305,-5.8357966164434245,-152.40778092968662,-84.64258516748565,25.92702986001938,12.658898397788642,-78.2796341005541
8,4.542611002073881,-45.74859059210241,-56.31203431157662,-67.02744132676538,-84.62207381134121,-172.35188982911686,-250.17982096096685,-160.04456099269925,-75.0143110976243,-6.321722746025993,-194.16946705215966,-109.15350740432217,32.46888599133856,14.92024202050443,-98.86038396331107
9,3.4720307887236097,-44.69098396634234,-50.83707834792562,-61.261931521638836,-87.132555245843,-170.61636583496414,-247.98724747760838,-159.45775443426442,-73.09318524237742,-5.845221801894937,-191.05755111045173,-107.54801508681798,31.680166537367086,14.140941198401837,-99.74827453116396
10,5.289981662676227,-41.44420952410647,-49.24579230496952,-59.32981340187625,-80.48757434804372,-156.3703223240673,-228.19543267452121,-145.96021297903562,-68.0701651851976,-6.088957851572606,-176.75399928829145,-99.44078143856791,30.524595999800717,13.485388041082485,-92.00537665101706
11,5.20753911891941,-42.006183123431555,-50.77974489338109,-61.26141502955096,-79.20076432215093,-156.11820245872815,-229.22199015952512,-146.51267567141738,-68.70172680492168,-6.239236555734275,-176.56687659931967,-99.52284403721512,29.753125363366372,13.43087065710666,-92.17378409474208
12,5.023120901277721,-40.95083919473842,-50.58012765762619,-60.84869700152321,-81.06599577280531,-161.3282407042597,-232.50590087785287,-148.1176603807144,-69.1324577967258,-7.115430770277086,-179.01496591402065,-101.58146069525452,30.116265932661122,13.695214747702213,-91.8432727285909
13,4.6072702409858906,-41.992856500926926,-52.84154465251782,-62.0969367353352,-81.25307269093065,-159.27376255558897,-231.7072966921845,-147.7869884492788,-69.9057195218211,-6.446305455850561,-180.06057931661618,-102.3708808132806,31.8533050189802,13.404700554262208,-92.95321730252728
14,6.626544905922894,-40.02802035417949,-46.8681824808125,-56.1758457293845,-67.47021914081466,-139.1635008482798,-206.86755317260662,-131.83113769263701,-63.895620006774266,-6.798605935429814,-158.24894587080576,-88.87426783276203,27.22268121748441,13.50012663642769,-81.07233281014098
15,7.357542366205716,-38.26233119076353,-44.872522420117654,-54.1929359246434,-66.01882030133841,-143.7719097327186,-206.61026336203358,-131.55337757552795,-59.320741177652955,-4.6941060598604265,-156.68283151951024,-92.10011109415977,27.378330415869428,12.458719107316181,-80.25598753832395
16,5.049421047225723,-40.18231951687448,-46.72598367508481,-57.07797373106502,-82.10914116946402,-153.54588729917296,-223.7788323641401,-142.82223476837189,-66.26312609505999,-6.673237472442283,-167.38363535768627,-95.35146778152456,28.051726064936624,13.42841683583812,-86.68655209964868
17,5.670514767063762,-41.063082699204216,-49.52981224187988,-58.453507401877474,-79.92461186496266,-151.90598241084822,-221.0665671948945,-140.74968308929908,-66.1903329233396,-5.251110205766045,-170.8983211857322,-97.66190936983743,32.67712815945037,13.413291812486754,-87.56263434803354
18,5.12104176968504,-41.8685825021601,-50.02158107834242,-59.78466822360991,-82.95819598285999,-159.33411843937841,-231.6548409251925,-147.56778265804454,-71.69890407774848,-6.925918767251851,-177.4977655258814,-100.34193774524638,31.82524473965263,13.32092343591326,-89.39809346951806
19,5.536459526286795,-41.4666205475013,-49.996555430460724,-60.565966090852754,-79.70404456498926,-158.4099154232036,-230.5047046360549,-146.68589017477012,-67.60086714987717,-5.28703303071963,-176.07703442346306,-102.39743497510612,31.848157931318905,12.47555657069259,-91.16477537296886
20,7.680269446031976,-37.01552394072599,-42.886259441654815,-52.35138476629954,-65.46826127327427,-129.66928606933124,-193.80592642417872,-121.05584841876006,-58.32561571778356,-4.281354815795313,-149.72414388374264,-83.26232270088127,25.1573997842169,8.658738104845195,-75.32745708640357
21,7.9029362024976235,-35.163695327516294,-39.730589936307986,-48.9376043401302,-65.97614545458244,-132.16883843375356,-193.09077060620584,-120.7063156666409,-55.07435270924474,-3.6198654411461626,-149.9745401761166,-84.37402629956375,26.431311522396744,8.776058667359237,-76.2256072260607
22,5.337647257833522,-42.26477185820716,-52.33008942042815,-63.13019786772443,-82.38948269416203,-163.61394371141733,-240.26490843794588,-150.7569040608248,-72.62530720742474,-6.376364825411736,-183.1887976698669,-106.01842167559515,32.15425534579285,11.403723676949461,-96.02865098414863
23,4.99535750356155,-41.97696204358719,-53.69473654865194,-65.27989792838491,-83.62083402201701,-162.30319685200064,-240.55806314064756,-150.45107650621011,-73.59560312367414,-6.472719140470805,-183.58059628387798,-105.50398412286134,31.949840150782485,11.719459080927885,-95.31548786078929
24,7.289123019523095,-34.63292830012976,-43.42460676934493,-54.2831393193989,-72.74574908528062,-135.18209559923267,-199.32399646642983,-124.5683835459109,-58.327757047109515,-4.606231048627035,-152.86737542970153,-88.12353370891795,28.149515619618253,10.715056776846218,-79.19351603763727
25,7.297056219748537,-36.45219418206691,-41.65509254746932,-51.937989725632804,-60.517503499493145,-135.81428627780923,-200.48560045560407,-124.67664737085579,-59.45395556273183,-2.705243353719095,-151.09868802443424,-87.7861033854746,26.10799972623502,9.753152885325182,-79.99972455849525
26,5.3464288824152835,-39.86513769128836,-49.01541766056332,-60.857437273132504,-85.38496075196323,-161.2746341023235,-236.1000196824616,-147.3716638053772,-72.25041865709856,-5.3098283268767,-178.23533890673656,-102.3572607888523,30.245298828699276,13.809117798032792,-92.02923913067136
27,5.2623630731110875,-41.53825548872381,-51.24863997744223,-62.987810168882206,-79.4841178608437,-160.16257573218002,-236.40507372277284,-147.44683055518144,-72.21244503268754,-3.9360315620986963,-179.15698601415932,-105.08324911311038,31.03660000472042,12.633927543148626,-93.43606555976874
