,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15
0,5.795262709058942,-35.44102692792402,-37.64065724874094,-47.186853843192786,-67.53686534257837,-139.8217810498373,-201.57032001575288,-128.1169378490604,-57.689347791322426,-5.062705273436068,-150.71288294522938,-87.04302780650086,24.15539703410576,10.660243644985007,-79.62165168147082
1,6.768175882757149,-36.700760346540505,-43.27143540524363,-51.7708033965028,-67.95053009004255,-135.19732594140024,-198.03871970592402,-125.35753043464891,-59.413433454722345,-4.992060550097466,-153.12986901068834,-86.25698776601804,27.5218913900576,11.881167737017599,-78.29383782056614
2,6.567939495543315,-36.93586990462709,-44.63022255716708,-53.467386911441544,-68.85271365522546,-136.26532001446336,-199.2539387884715,-126.17127024123783,-58.360989254419295,-4.2818963018998915,-153.6534547115791,-87.21151092576604,26.260339814831582,11.44822083215079,-79.18969356788692
3,6.216024590671789,-37.02572198207236,-42.04439284164749,-51.14687503721126,-65.71241246677174,-138.81811479390464,-201.70932663015276,-127.92973404475808,-58.1419753312906,-4.447508820397358,-153.6067229591152,-88.03403464435392,24.92480418171653,10.932961579820414,-79.55228451290367
4,6.097592190621564,-33.219859668130354,-40.708985543422,-51.16208493285918,-75.17963534021635,-134.64857904531715,-196.68112964426513,-124.02669509121453,-59.629334876711766,-5.931721136829176,-150.30743748005256,-84.76446586658913,27.462044827731606,12.283643192033985,-76.90281890776744
5,6.161009576106463,-35.584282061134054,-41.647333437126306,-51.07791803300143,-65.39826795356223,-134.2476996279493,-198.54401487561594,-123.87491413161516,-60.45301978258425,-6.569902429494192,-149.08104541690244,-84.40637746270822,24.888699557901603,12.382252203027587,-78.52066359106277
6,5.448017838498573,-39.75157659763131,-48.367890286486414,-57.50674495486923,-75.50421378154998,-151.38786806199616,-219.79934856416926,-137.2764564696799,-64.72631592557029,-5.5581469698946275,-168.36693608057655,-96.92238619961294,29.19089727567304,13.842816787438066,-86.82294543570347
7,5.371041326134723,-38.86163521400369,-44.387095960149686,-53.57320754702224,-74.77337800791307,-152.26986390048054,-219.63617335414452,-137.27723104724362,-64.04347827673281,-5.305285828325217,-169.32194632401487,-96.66095013632072,30.070248307660002,13.82088628815849,-87.99635521500058
8,7.544708387057759,-32.91240131079845,-41.62465725892793,-50.551409112386736,-60.98735292545487,-123.75663362232748,-182.22355390949718,-113.07571351043634,-52.36491236659023,-4.241670113538839,-139.62587400542074,-79.72540320789389,23.38696351750737,10.913205238563272,-72.79330939505692
9,6.681910562912013,-31.86828203522076,-35.048440678244454,-43.32946031276186,-60.53183630723808,-126.66136990045793,-182.7638915137318,-113.78896753004378,-52.632267347264516,-4.681446040978989,-140.0540764351023,-79.25774920953901,23.35496808731736,10.669729806759442,-71.79888489126229
10,4.399483124254871,-39.26436655140685,-46.83585347597903,-56.439618693348045,-76.06468009180875,-150.74474656288177,-220.5803976334964,-139.53991331572792,-68.25057566967723,-6.970868454150299,-168.34213539332848,-95.31553786592883,28.635754942136252,11.905045304056467,-88.38128793945037
11,5.760895427143013,-39.238764270186536,-46.83390853159681,-57.520861084403506,-71.7454404191657,-152.0800176049534,-221.85219177358263,-139.90284674658065,-66.86362239776685,-6.944130355368567,-169.6581853532083,-96.06406524824347,28.717848668199277,12.329659894566637,-89.79660389066225
12,5.787390554677516,-39.476834079282206,-48.91015919473874,-57.896658539440196,-71.3920888122208,-149.38613785801647,-216.75563802030345,-135.93575697134116,-62.12479125368914,-4.965826260762419,-166.7181495540257,-98.58759261480373,30.7175460390485,11.085329840680147,-86.50933324362502
13,4.652300991118284,-39.801933371217245,-49.997872343418116,-59.02531764675095,-79.11712363195444,-150.16633671648958,-220.30878310635066,-138.31620808258663,-66.87746353935006,-6.202358057994584,-169.1916722694166,-96.95062253748904,30.72744164538828,11.652966389722305,-87.98768967898066
14,7.298614478895225,-30.073314594878585,-34.17769032955963,-42.046322882497144,-64.8591345270483,-116.36757360185773,-169.13380667368193,-106.61025845618825,-48.62760215930476,-4.272921802255351,-130.53316173266109,-74.77912210098113,24.916964385169734,12.424161246014219,-67.37535757582378
15,7.736011932626911,-31.513972212430588,-36.32817478922273,-45.04958914323194,-57.2854880446341,-113.28345491162925,-167.68611697179782,-105.71347298800293,-48.363430600081436,-3.3274041738495512,-127.45560791047235,-73.48702502097628,22.75401099790828,11.104182726172677,-66.22241752744611
16,6.999433516782599,-38.75633608178063,-47.0041793948108,-57.23427642826636,-71.07031873374216,-138.18592014396302,-204.19533576994638,-128.4396413488647,-57.19449090593074,-3.6108269988228465,-155.03553199876117,-90.97332410988243,28.158188457701375,12.328754449881227,-81.60327702041114
17,5.951151345982228,-39.157890945018025,-43.7438375969372,-52.19821455381424,-73.8853561173052,-139.4141800099168,-204.37017750638043,-129.20657821653234,-62.502727409487775,-6.0275576757719245,-155.7799426227447,-87.39382191185034,27.650158866896575,13.368291386362781,-77.19033637794055
18,7.542324272596158,-32.33192179842819,-34.598037140762365,-42.23335963546903,-61.88609299726814,-119.87087666364077,-174.4793649074634,-110.37630005019524,-51.04998537131384,-4.450943353317101,-132.45135332007925,-75.76813290139593,23.912428504208794,11.707971129076476,-66.96265850592357
19,8.033794330725591,-33.47129708039233,-37.16266466875093,-45.03451295498491,-58.78174616146225,-117.27912950137326,-173.33038748567176,-109.41237068094105,-51.58125390539827,-4.385625785143067,-131.78165978634158,-75.49039950531534,23.55598020891263,11.62904050369098,-66.25410435582073
20,7.877184299562705,-37.357296645032406,-44.88682265643277,-54.00501468111574,-63.69805508049292,-124.66592168855888,-187.07591590010603,-119.78606592682081,-52.80080448961762,-4.504755100940936,-143.95950767609622,-80.55470798464992,23.35703853594073,10.76052881622624,-75.11506637108775
21,7.802990764950217,-35.93642658286305,-42.149966253372135,-50.879595909373904,-69.67733503803635,-129.11519498249606,-188.36915808797355,-120.77630874813273,-51.75483958687765,-4.957016633567889,-145.22764338259603,-81.48830421264545,24.050694853338744,11.423114652462987,-74.13201311207348
22,5.620223770950857,-39.168210247426885,-45.42065008812422,-55.52377749097184,-73.38245925491418,-151.6069744766145,-218.90090905780883,-139.6765337270725,-63.788903788567126,-5.774718605814259,-169.4021971666483,-94.93774918637875,29.49376110835074,11.772452013630737,-88.10198663426968
23,5.961487459420822,-40.264953355958596,-50.28899085984996,-60.792167893468026,-74.74187577470325,-150.0963580799476,-219.4844652732397,-139.56720861319488,-65.23928204802394,-5.891313852577934,-169.9927482292296,-95.37677939542223,29.439854080490587,11.942347577627615,-87.68769431882193
24,6.095723646932768,-37.47775061941094,-44.46903671886443,-54.28959225662085,-71.0669598272447,-138.6532787686838,-203.93183011523132,-129.24103950018343,-60.24901256618163,-5.738549672651628,-157.10895742035373,-87.78820258520383,28.317491576917874,10.49127766963284,-81.3959860259881
25,6.303800715666762,-36.46404939384262,-44.33842922469973,-53.69347207305425,-73.31063035135587,-138.02259731590635,-202.7448836831988,-127.07548118405391,-59.49810772850542,-5.848868109640524,-155.51240636312687,-86.35316851205299,27.823941441303358,11.154605078293166,-81.28381718453048
26,6.140572466735023,-39.18728480793101,-44.6800325227201,-54.49481393744394,-72.11140555026438,-154.48765965908206,-222.2201923188062,-140.1026527569256,-66.75655667289108,-6.650497550856906,-171.79554365972467,-95.2461047942749,29.467165027673975,13.012779037644146,-87.79902073404598
27,6.494764838579627,-39.72877520359387,-49.59465821601601,-59.58229281055636,-75.17543623992009,-151.4745523220936,-220.64637406583194,-138.9168740680066,-64.75056934553325,-5.589743564452402,-170.39771028634223,-96.51712610885906,29.709195657577855,12.763918507882536,-88.1264374500613
28,5.273219983142621,-39.39318355608155,-46.86105791059727,-57.70002529922516,-74.98061857978718,-148.8772629783992,-219.23921458285838,-137.74531493572047,-65.89881474786498,-7.249820896476765,-163.7756076850026,-93.54541842833392,28.091587670797097,11.776738894430453,-86.77326844562
