,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,pc31
0,0.3704006166093241,-0.30957959780387445,-0.12207737687760445,-0.09626239457922912,-0.48501251402147805,-0.09663841114805054,0.4684756422588145,0.37057523617266835,0.26707371601680646,-0.42199578239909524,0.642860025007076,-0.1160969091028417,0.16747082281847422,-0.43083341368390426,-0.5613795579953773,-0.37106824888990875,-0.07344126016344049,0.2794000278757716,0.3438683477852579,-0.07790213432540008,-0.35138011581465,0.2662671203999964,-0.5464432504507638,0.4120139843498091,0.2709738530711216,-0.35961033133116915,0.771743832686105,-0.9104882145965467,-0.1354147212928957,0.2930164157668658,0.07712266889795255
1,0.3673031551531486,-0.19422863765667417,0.6529654888295723,0.7769604935478703,1.7527842480487181,-0.7915270036746797,-0.818385791863066,-0.09170869787289734,1.123130936210299,-0.6676574895994936,0.6820317288179305,-0.03920351348078372,0.43102234949528434,-0.2901353214181008,-0.23477825583460157,-0.7518125226005472,-0.40556206237056436,-0.5100425802231319,-0.5441923330899884,-0.10557446632522186,0.4201468629114614,-0.8449613745147336,-0.7697015008344493,-0.33631278155511507,-1.1700235720003276,0.19507121276030592,0.18486694001984033,0.26960778058449664,0.13010196945964356,0.20730259942090382,-0.18154926214719097
2,-0.2631597152624359,1.0104455048333945,1.000005328157987,1.2074659147143816,1.0965449647999919,0.6383619195805295,-1.0017269079908764,-1.6232016078872822,0.14935829074512402,0.965507705448807,0.4531197922608405,-0.6419456293369405,-1.0187749582972332,0.08447922838129573,0.45437732223807453,-0.3789616585298471,0.3571020309469979,0.11738766335084073,-1.9181583498134096,0.09724651662340265,-0.4248881745358674,0.41955270869747635,-0.21143714702939914,-0.0199840433848063,0.9222562380245144,-0.2320645490224304,-0.05505467046411466,2.2741359517152753,-0.14714081834368925,-0.3825822484987808,-0.0957838617440504
3,-0.4677534375637217,1.107515963121014,-1.2792249550426884,-0.26503038444356103,0.40936206538311637,-0.5109199766898334,0.9309906381741067,-0.5459491948263664,-0.21133689231406136,1.397110555950156,-0.5009370303836963,-1.4496381795372117,-0.7060794059011776,0.42836633151409254,-0.7697591101480509,0.8573080056928543,0.39905492946348026,1.466882154822426,0.016627600488933802,-1.3565268148091016,-0.9916975783989219,0.9304592509741593,-1.7023011374827182,-0.6653629662058897,-0.8227127089047332,-0.28646636862752906,-0.017717925415207388,1.6354674580659987,1.5462941815004865,-0.24519443932679133,-0.07989148364524279
4,0.08717555721929711,0.7668589754773696,0.08929321792676007,-1.52805891468279,-0.5947414601183403,0.8145108679228223,1.0629401154473304,-0.22170845309997422,0.058529896129595936,2.1878918873630147,0.18838073957087834,-0.2726998913862382,0.6696306755683133,0.34650347263658315,-1.4636012974896977,0.44831421404798427,-0.9724953578850933,0.05101607527488439,0.20472214207490214,-0.09535282784695057,-0.793092663978044,0.737687404003633,-0.6181373936919098,-0.5653929677629245,-0.17127181833444563,-1.5002015517021023,2.2283184335924453,-1.212907792858134,0.7239283925190347,-0.5376070478927971,0.5075828873446998
5,0.9963546108763947,-0.4557558227631326,0.5301829551549863,-2.3318815494712855,-0.23962373470001933,-1.0102990904087787,0.9255264980432972,0.3779859166778818,1.5334682549716128,2.6938140293739057,-0.5706095681826505,-1.451444334313755,2.284365069610579,1.2356286711911668,-0.38362029414147153,-0.42494393993150587,-1.0874888570517944,0.07973508864337805,-0.3468064245011606,-0.31075686962097193,-0.039917848626023385,1.2738330271146276,-0.7741591975305127,-0.4056190824219968,-0.018669460311480535,-1.2153455478544908,2.050246776381795,-1.6555093325774246,1.6721064124162754,0.39110969473424956,-0.7628006907076192
6,0.3624758024571507,0.4982301668371312,-1.3984208660080895,-2.2841298229284552,0.3012735825897327,-0.2288080530199277,-1.2847405975680117,0.7893468034672224,-0.7497664465560974,-0.27069669826556125,-0.27530718479379374,-1.2947355293676435,1.3822196501344597,0.14087393367204157,1.2901191543858659,-0.028195060508795666,0.39779069918181115,0.7738727996508786,0.5525873180555008,-1.6121861157573525,0.007383909931797131,0.4706458387677039,0.5115472007719822,1.3422065205000087,1.903615100367916,0.3394981400990462,1.4004145233400407,0.06216506241662387,0.09884594934776829,1.3671193813842069,0.7325121523778693
7,1.5061393429473422,-0.5904416827941289,-1.4130694611151084,-2.644662300096363,0.7546815249517129,0.6022706928006185,-2.8214449613837624,0.6147238830903803,1.8962752224489712,-0.9622092881348883,0.42344181211697435,-1.1094534116657124,1.5328394048367444,-0.2139599171984154,0.8867256838247805,-0.9676700177275921,-0.31659463966321705,-0.03713327158531494,0.1282679390367183,-1.9501025773646619,0.8685549901181048,-0.16240108810083553,-0.42293977836605817,0.4597150244700983,0.06966076862439619,0.44591790541658394,2.169373720709121,-0.3007833532979778,-0.006426009495271715,1.9124626978515356,0.39713572599588287
8,1.916857249083435,-0.6432044523598034,1.6378826179235473,1.980770753604341,0.7857410385852379,-1.8580843763158008,-0.7394450646523905,-1.2572096394204901,-0.3847555895734914,0.6991461176961101,0.7343048854104348,0.2519984726984507,0.7765553064239112,1.3198860219819855,1.7974962359561715,-1.3923727304962288,2.487599227651292,1.1770622983336254,-1.4259723184714852,0.7551293623321681,-0.16689265048087376,-0.1591425335393433,-0.07004497872530355,1.5777710733414312,-1.028537277085955,0.02230120312469075,1.9081986922009002,0.026259650149672686,0.355850829832909,0.33339873131894626,1.0394453800733734
9,1.6074708963751296,-0.5983035490824226,0.773885505813689,0.4697403846787803,0.351366779210897,-2.0244179886482927,-0.8352157868940803,-1.0557133725199737,-0.47660411325304247,1.5438882239416771,1.6843241595633844,0.4675329654501148,1.1772294421941758,1.8397007560484238,1.1780730757484155,-0.6181615537248332,0.23090099610257642,1.640201758606721,-0.9073534556896051,0.7178652616719043,0.04875511907528599,-0.18091447379893383,0.37459405027628134,2.5308782922435697,-1.8599895061045661,0.390330726707521,0.3285547660286392,-0.26368810685793687,2.1106365858315255,1.3343729498092776,-0.38253146735155524
